packet_size,%count,%count
1012,67.80035968,58.13192998
1013,67.80405598,58.13609186
1014,67.80797015,58.14350404
1015,67.81227088,58.14918305
1016,67.81614917,58.15570671
1017,67.81972909,58.15964202
1018,67.82649212,58.16623296
1019,67.8304709,58.17039517
1020,67.83426306,58.17518568
1021,67.83811418,58.17907349
1022,67.84356377,58.18401703
1023,67.85247333,58.18791506
1024,67.8560107,58.19367917
1025,67.85968085,58.1981082
1026,67.86473006,58.20414671
1027,67.86827973,58.20799659
1028,67.8720642,58.21256183
1029,67.87594146,58.21675472
1030,67.87990332,58.22206303
1031,67.88399487,58.22669456
1032,67.88762196,58.2336859
1033,67.89113318,58.23828379
1034,67.89615112,58.24541299
1035,67.90025805,58.25010653
1036,67.90394051,58.255524
1037,67.9076045,58.26021853
1038,67.91419119,58.26958549
1039,67.91805563,58.27426386
1040,67.92194623,58.28021992
1041,67.92576505,58.28492137
1042,67.93923781,58.29409539
1043,67.943173,58.29909994
1044,67.94707795,58.30683236
1045,67.95147249,58.31166211
